,sample_pt_desc,year,qtr,quarter,cod,conductivity,e_coli,pH,nitrate,phosphate,physical_compliance_percentage,chemical_compliance_percentage,bacteriological_compliance_percentage,biological_compliance_percentage,overall_compliance_percentage,river_id
610,Klip River @ Olifantsvlei Sewage Works,2019,3,Jul-Sep,0.0,55.0,5114.0,7.5,2.87,0.29,40.0,100.0,0.0,0.0,35.0,3
611,Klip River @ Olifantsvlei Sewage Works,2019,4,Oct-Dec,0.0,62.0,424550.0,7.5,0.72,1.37,40.0,81.82,0.0,0.0,30.46,3
612,Klipspruit @ Kliptown ,2019,1,Jan-Mar,0.0,45.0,0.0,7.2,0.73,0.25,40.0,100.0,0.0,0.0,35.0,3
613,Klipspruit @ Kliptown ,2019,2,Apr-Jun,0.0,54.0,0.0,7.4,0.7,0.25,40.0,90.91,0.0,0.0,32.73,3
614,Klipspruit @ Kliptown ,2019,3,Jul-Sep,0.0,52.0,0.0,7.5,0.57,0.36,40.0,90.91,0.0,0.0,32.73,3
615,Klipspruit @ Kliptown ,2019,4,Oct-Dec,0.0,63.0,0.0,7.5,0.5,1.33,40.0,81.82,0.0,0.0,30.46,3
616,Klip River @ Soweto N12 Highway,2019,1,Jan-Mar,0.0,40.0,0.0,7.4,2.22,0.31,40.0,100.0,0.0,0.0,35.0,3
617,Klip River @ Soweto N12 Highway,2019,2,Apr-Jun,0.0,51.0,0.0,7.5,3.32,0.32,40.0,100.0,0.0,0.0,35.0,3
618,Klip River @ Soweto N12 Highway,2019,3,Jul-Sep,0.0,56.0,0.0,7.7,2.06,0.35,40.0,100.0,0.0,0.0,35.0,3
619,Klip River @ Soweto N12 Highway,2019,4,Oct-Dec,0.0,64.0,0.0,7.5,0.74,0.55,40.0,90.91,0.0,0.0,32.73,3
620,Elsburgspruit @ Heidelberg Road,2019,1,Jan-Mar,0.0,239.0,42616.0,7.2,1.7,0.25,20.0,72.73,0.0,0.0,23.18,3
621,Elsburgspruit @ Heidelberg Road,2019,2,Apr-Jun,0.0,239.0,899.0,7.1,1.02,0.25,20.0,72.73,0.0,0.0,23.18,3
622,Elsburgspruit @ Heidelberg Road,2019,3,Jul-Sep,0.0,285.0,1202.0,7.2,0.92,0.63,20.0,36.36,0.0,0.0,14.09,3
623,Elsburgspruit @ Heidelberg Road,2019,4,Oct-Dec,0.0,263.0,172266.0,7.3,0.65,0.4,20.0,63.64,0.0,0.0,20.91,3
624,Stream @ Witwatersrand Gold Mine,2019,1,Jan-Mar,0.0,30.0,0.0,7.4,0.93,0.33,40.0,100.0,0.0,0.0,35.0,3
625,Stream @ Witwatersrand Gold Mine,2019,2,Apr-Jun,0.0,114.0,0.0,7.2,0.94,0.27,40.0,81.82,0.0,0.0,30.46,3
626,Stream @ Witwatersrand Gold Mine,2019,3,Jul-Sep,0.0,31.0,0.0,7.5,0.92,0.25,40.0,100.0,0.0,0.0,35.0,3
627,Stream @ Witwatersrand Gold Mine,2019,4,Oct-Dec,0.0,28.0,0.0,7.6,0.5,0.25,40.0,100.0,0.0,0.0,35.0,3
628,Elsburgspruit @ Elsburg Town ,2019,1,Jan-Mar,0.0,233.0,0.0,6.1,1.73,0.25,0.0,63.64,0.0,0.0,15.91,3
629,Elsburgspruit @ Elsburg Town ,2019,2,Apr-Jun,0.0,280.0,0.0,6.7,2.63,48.5,20.0,54.55,0.0,0.0,18.64,3
630,Elsburgspruit @ Elsburg Town ,2019,3,Jul-Sep,0.0,302.0,0.0,6.7,1.53,0.25,20.0,54.55,0.0,0.0,18.64,3
631,Elsburgspruit @ Elsburg Town ,2019,4,Oct-Dec,0.0,277.0,0.0,6.7,1.27,0.25,20.0,63.64,0.0,0.0,20.91,3
632,Stream @ Elspark ,2019,1,Jan-Mar,0.0,70.0,0.0,7.5,0.54,0.25,40.0,100.0,0.0,0.0,35.0,3
633,Stream @ Elspark ,2019,2,Apr-Jun,0.0,122.0,0.0,7.3,0.58,0.25,20.0,81.82,0.0,0.0,25.46,3
634,Stream @ Elspark ,2019,3,Jul-Sep,0.0,227.0,0.0,7.1,0.5,0.25,20.0,63.64,0.0,0.0,20.91,3
635,Stream @ Elspark ,2019,4,Oct-Dec,0.0,133.0,0.0,7.4,0.5,0.25,20.0,81.82,0.0,0.0,25.46,3
636,Natalspruit from Simmer and Jack Mine,2019,1,Jan-Mar,0.0,61.0,0.0,6.0,1.18,0.25,20.0,100.0,0.0,0.0,30.0,3
637,Natalspruit from Simmer and Jack Mine,2019,2,Apr-Jun,0.0,94.0,0.0,5.7,2.27,0.25,20.0,90.91,0.0,0.0,27.73,3
638,Natalspruit from Simmer and Jack Mine,2019,3,Jul-Sep,0.0,92.0,0.0,6.7,6.33,0.37,40.0,81.82,0.0,0.0,30.46,3
639,Natalspruit from Simmer and Jack Mine,2019,4,Oct-Dec,0.0,99.0,0.0,5.6,1.22,0.25,20.0,72.73,0.0,0.0,23.18,3
640,Natalspruit @ Alrode ,2019,1,Jan-Mar,0.0,48.0,47578.0,7.1,1.31,0.63,40.0,90.91,0.0,0.0,32.73,3
641,Natalspruit @ Alrode ,2019,2,Apr-Jun,0.0,59.0,21078.0,7.3,1.08,0.25,40.0,100.0,0.0,0.0,35.0,3
642,Natalspruit @ Alrode ,2019,3,Jul-Sep,0.0,53.0,91128.0,7.4,0.81,0.27,40.0,81.82,0.0,0.0,30.46,3
643,Natalspruit @ Alrode ,2019,4,Oct-Dec,0.0,53.0,446963.0,7.3,0.65,0.25,40.0,100.0,0.0,0.0,35.0,3
644,Natalspruit @ Heidelberg Road ,2019,1,Jan-Mar,16.0,89.0,25577.0,7.5,2.71,0.31,80.0,100.0,0.0,100.0,70.0,3
645,Natalspruit @ Heidelberg Road ,2019,2,Apr-Jun,18.0,114.0,2668.0,7.6,4.22,0.25,80.0,90.91,0.0,100.0,67.73,3
646,Natalspruit @ Heidelberg Road ,2019,3,Jul-Sep,27.0,136.0,42199.0,7.6,2.32,0.39,60.0,81.82,0.0,100.0,60.46,3
647,Natalspruit @ Heidelberg Road ,2019,4,Oct-Dec,32.0,126.0,41199.0,7.6,2.38,0.37,60.0,90.91,0.0,100.0,62.73,3
648,Rietspruit from Sallies ,2019,1,Jan-Mar,0.0,265.0,0.0,5.2,3.17,0.63,0.0,72.73,0.0,0.0,18.18,3
649,Rietspruit from Sallies ,2019,2,Apr-Jun,0.0,129.0,0.0,7.0,1.08,0.25,20.0,81.82,0.0,0.0,25.46,3
650,Rietspruit from Sallies ,2019,3,Jul-Sep,0.0,145.0,0.0,7.4,0.5,0.25,20.0,81.82,0.0,0.0,25.46,3
651,Rietspruit from Sallies ,2019,4,Oct-Dec,0.0,212.0,0.0,7.3,0.5,0.77,20.0,72.73,0.0,0.0,23.18,3
652,Withokspruit Tributary ,2019,1,Jan-Mar,0.0,43.0,0.0,7.8,1.42,0.25,40.0,100.0,0.0,0.0,35.0,3
653,Withokspruit Tributary ,2019,2,Apr-Jun,0.0,79.0,0.0,7.5,1.03,0.25,40.0,90.91,0.0,0.0,32.73,3
654,Withokspruit Tributary ,2019,3,Jul-Sep,0.0,57.0,0.0,7.9,2.23,0.26,40.0,100.0,0.0,0.0,35.0,3
655,Withokspruit Tributary ,2019,4,Oct-Dec,0.0,108.0,0.0,7.2,0.58,0.25,40.0,90.91,0.0,0.0,32.73,3
656,Tributary @ Van Dyk Consolidated,2019,1,Jan-Mar,0.0,52.0,0.0,7.9,0.5,0.25,40.0,100.0,0.0,0.0,35.0,3
657,Tributary @ Van Dyk Consolidated,2019,2,Apr-Jun,0.0,45.0,0.0,7.8,0.58,0.25,40.0,100.0,0.0,0.0,35.0,3
658,Tributary @ Van Dyk Consolidated,2019,3,Jul-Sep,0.0,28.0,0.0,7.7,0.54,0.25,60.0,100.0,0.0,0.0,40.0,3
659,Tributary @ Van Dyk Consolidated,2019,4,Oct-Dec,0.0,28.0,0.0,7.6,0.51,0.73,40.0,81.82,0.0,0.0,30.46,3
660,Rietspruit @ Vosloorus ,2019,1,Jan-Mar,0.0,143.0,0.0,7.9,0.5,0.25,20.0,81.82,0.0,0.0,25.46,3
661,Rietspruit @ Vosloorus ,2019,2,Apr-Jun,0.0,133.0,0.0,7.8,0.87,0.25,20.0,90.91,0.0,0.0,27.73,3
662,Rietspruit @ Vosloorus ,2019,3,Jul-Sep,0.0,163.0,0.0,8.0,0.54,0.93,40.0,54.55,0.0,0.0,23.64,3
663,Rietspruit @ Vosloorus ,2019,4,Oct-Dec,0.0,192.0,0.0,7.8,0.5,0.67,20.0,63.64,0.0,0.0,20.91,3
664,Rietspruit @ Hardmans Farm ,2019,1,Jan-Mar,0.0,94.0,84398.0,7.6,1.07,0.25,40.0,90.91,0.0,0.0,32.73,3
665,Rietspruit @ Hardmans Farm ,2019,2,Apr-Jun,0.0,115.0,24830.0,7.9,1.23,0.25,40.0,90.91,0.0,0.0,32.73,3
666,Rietspruit @ Hardmans Farm ,2019,3,Jul-Sep,0.0,121.0,125525.0,7.9,1.26,0.27,20.0,90.91,0.0,0.0,27.73,3
667,Rietspruit @ Hardmans Farm ,2019,4,Oct-Dec,0.0,113.0,29668.0,7.8,0.7,0.28,40.0,81.82,0.0,0.0,30.46,3
668,Rietspruit Weir @ Luttig's Farm ,2019,1,Jan-Mar,22.0,85.0,18883.0,7.7,2.88,0.26,60.0,90.91,0.0,100.0,62.73,3
669,Rietspruit Weir @ Luttig's Farm ,2019,2,Apr-Jun,20.0,115.0,2790.0,7.6,4.26,0.34,80.0,90.91,0.0,100.0,67.73,3
670,Rietspruit Weir @ Luttig's Farm ,2019,3,Jul-Sep,24.0,132.0,3837.0,7.6,2.69,0.39,60.0,90.91,0.0,100.0,62.73,3
671,Rietspruit Weir @ Luttig's Farm ,2019,4,Oct-Dec,31.0,127.0,16687.0,7.6,2.9,0.67,60.0,81.82,0.0,100.0,60.46,3
672,Klip River @ Lido Hotel ,2020,1,Jan-Mar,0.0,51.0,0.0,7.5,1.42,1.41,40.0,81.82,0.0,0.0,30.46,3
673,Klip River @ Lido Hotel ,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
674,Klip River @ Lido Hotel ,2020,3,Jul-Sep,0.0,56.0,0.0,7.5,2.73,0.69,40.0,81.82,0.0,0.0,30.46,3
675,Klip River @ Lido Hotel ,2020,4,Oct-Dec,0.0,53.0,0.0,7.2,4.89,2.03,40.0,90.91,0.0,0.0,32.73,3
676,Klip River @ Everite ,2020,1,Jan-Mar,0.0,50.0,0.0,7.4,2.63,1.23,40.0,90.91,0.0,0.0,32.73,3
677,Klip River @ Everite ,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
678,Klip River @ Everite ,2020,3,Jul-Sep,0.0,56.0,0.0,7.4,3.3,0.54,40.0,100.0,0.0,0.0,35.0,3
679,Klip River @ Everite ,2020,4,Oct-Dec,0.0,52.0,0.0,7.2,3.75,1.8,40.0,90.91,0.0,0.0,32.73,3
680,Klip River from Roodepoort @ R41 Bridge,2020,1,Jan-Mar,0.0,31.0,0.0,7.4,1.13,0.42,60.0,100.0,0.0,0.0,40.0,3
681,Klip River from Roodepoort @ R41 Bridge,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
682,Klip River from Roodepoort @ R41 Bridge,2020,3,Jul-Sep,0.0,43.0,0.0,8.0,1.78,0.37,60.0,100.0,0.0,0.0,40.0,3
683,Klip River from Roodepoort @ R41 Bridge,2020,4,Oct-Dec,0.0,44.0,0.0,7.3,0.54,0.62,40.0,90.91,0.0,0.0,32.73,3
684,Klip River from Witpoortjie @ R41 Bridge,2020,1,Jan-Mar,0.0,29.0,0.0,7.6,0.93,0.7,40.0,90.91,0.0,0.0,32.73,3
685,Klip River from Witpoortjie @ R41 Bridge,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
686,Klip River from Witpoortjie @ R41 Bridge,2020,3,Jul-Sep,0.0,38.0,0.0,7.5,1.44,0.39,40.0,100.0,0.0,0.0,35.0,3
687,Klip River from Witpoortjie @ R41 Bridge,2020,4,Oct-Dec,0.0,46.0,0.0,7.1,2.56,1.42,40.0,90.91,0.0,0.0,32.73,3
688,Klip River Weir @ Henley-On- Klip,2020,1,Jan-Mar,0.0,72.0,6620.0,7.6,3.02,1.18,40.0,90.91,0.0,0.0,32.73,3
689,Klip River Weir @ Henley-On- Klip,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
690,Klip River Weir @ Henley-On- Klip,2020,3,Jul-Sep,0.0,82.0,3414.0,7.4,3.23,0.62,40.0,90.91,0.0,0.0,32.73,3
691,Klip River Weir @ Henley-On- Klip,2020,4,Oct-Dec,0.0,65.0,71928.0,7.4,2.82,1.52,40.0,90.91,0.0,0.0,32.73,3
692,Klip River Weir @ Zwartkopjes Farm,2020,1,Jan-Mar,35.0,52.0,17512.0,7.6,1.78,0.98,60.0,90.91,0.0,100.0,62.73,3
693,Klip River Weir @ Zwartkopjes Farm,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
694,Klip River Weir @ Zwartkopjes Farm,2020,3,Jul-Sep,37.0,56.0,17772.0,7.4,2.36,0.75,80.0,81.82,0.0,100.0,65.46,3
695,Klip River Weir @ Zwartkopjes Farm,2020,4,Oct-Dec,22.0,57.0,84701.0,7.3,2.63,1.98,60.0,81.82,0.0,100.0,60.46,3
696,Klip River downstream of Rietspruit Confluence,2020,1,Jan-Mar,0.0,70.0,41433.0,7.5,4.1,0.93,40.0,90.91,0.0,0.0,32.73,3
697,Klip River downstream of Rietspruit Confluence,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
698,Klip River downstream of Rietspruit Confluence,2020,3,Jul-Sep,0.0,80.0,2424.0,7.5,3.03,0.96,40.0,81.82,0.0,0.0,30.46,3
699,Klip River downstream of Rietspruit Confluence,2020,4,Oct-Dec,0.0,64.0,64020.0,7.2,4.41,1.5,40.0,90.91,0.0,0.0,32.73,3
700,Harringtonspruit @ Nancefield Industrial Area,2020,1,Jan-Mar,0.0,56.0,0.0,7.6,0.65,1.42,40.0,81.82,0.0,0.0,30.46,3
701,Harringtonspruit @ Nancefield Industrial Area,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
702,Harringtonspruit @ Nancefield Industrial Area,2020,3,Jul-Sep,0.0,68.0,0.0,7.6,0.5,1.16,40.0,81.82,0.0,0.0,30.46,3
703,Harringtonspruit @ Nancefield Industrial Area,2020,4,Oct-Dec,0.0,65.0,0.0,7.6,0.5,3.07,40.0,81.82,0.0,0.0,30.46,3
704,Klip River @ Olifantsvlei Sewage Works,2020,1,Jan-Mar,0.0,63.0,427500.0,7.5,0.5,2.54,40.0,81.82,0.0,0.0,30.46,3
705,Klip River @ Olifantsvlei Sewage Works,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
706,Klip River @ Olifantsvlei Sewage Works,2020,3,Jul-Sep,0.0,56.0,44207.0,7.7,1.53,0.77,40.0,81.82,0.0,0.0,30.46,3
707,Klip River @ Olifantsvlei Sewage Works,2020,4,Oct-Dec,0.0,51.0,176970.0,7.4,0.62,1.87,40.0,90.91,0.0,0.0,32.73,3
708,Klipspruit @ Kliptown ,2020,1,Jan-Mar,0.0,51.0,0.0,7.5,0.88,0.25,40.0,100.0,0.0,0.0,35.0,3
709,Klipspruit @ Kliptown ,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
710,Klipspruit @ Kliptown ,2020,3,Jul-Sep,0.0,58.0,0.0,7.5,0.5,0.56,40.0,90.91,0.0,0.0,32.73,3
711,Klipspruit @ Kliptown ,2020,4,Oct-Dec,0.0,58.0,0.0,7.5,0.5,1.32,40.0,81.82,0.0,0.0,30.46,3
712,Klip River @ Soweto N12 Highway,2020,1,Jan-Mar,0.0,50.0,0.0,7.6,0.57,0.73,40.0,90.91,0.0,0.0,32.73,3
713,Klip River @ Soweto N12 Highway,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
714,Klip River @ Soweto N12 Highway,2020,3,Jul-Sep,0.0,59.0,0.0,7.5,0.5,0.58,40.0,90.91,0.0,0.0,32.73,3
715,Klip River @ Soweto N12 Highway,2020,4,Oct-Dec,0.0,57.0,0.0,7.4,0.64,2.1,40.0,81.82,0.0,0.0,30.46,3
716,Elsburgspruit @ Heidelberg Road,2020,1,Jan-Mar,0.0,173.0,10701.0,7.4,0.5,0.25,20.0,90.91,0.0,0.0,27.73,3
717,Elsburgspruit @ Heidelberg Road,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
718,Elsburgspruit @ Heidelberg Road,2020,3,Jul-Sep,0.0,258.0,340930.0,7.4,0.5,1.04,20.0,54.55,0.0,0.0,18.64,3
719,Elsburgspruit @ Heidelberg Road,2020,4,Oct-Dec,0.0,229.0,176440.0,7.3,0.5,0.61,20.0,63.64,0.0,0.0,20.91,3
720,Stream @ Witwatersrand Gold Mine,2020,1,Jan-Mar,0.0,24.0,0.0,7.6,1.17,0.3,40.0,100.0,0.0,0.0,35.0,3
721,Stream @ Witwatersrand Gold Mine,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
722,Stream @ Witwatersrand Gold Mine,2020,3,Jul-Sep,0.0,34.0,0.0,7.5,4.2,1.08,40.0,81.82,0.0,0.0,30.46,3
723,Stream @ Witwatersrand Gold Mine,2020,4,Oct-Dec,0.0,38.0,0.0,7.7,1.18,0.17,40.0,100.0,0.0,0.0,35.0,3
724,Elsburgspruit @ Elsburg Town ,2020,1,Jan-Mar,0.0,208.0,0.0,7.3,0.82,0.25,20.0,81.82,0.0,0.0,25.46,3
725,Elsburgspruit @ Elsburg Town ,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
726,Elsburgspruit @ Elsburg Town ,2020,3,Jul-Sep,0.0,315.0,0.0,7.3,0.5,0.35,20.0,54.55,0.0,0.0,18.64,3
727,Elsburgspruit @ Elsburg Town ,2020,4,Oct-Dec,0.0,97.0,0.0,7.2,0.9,0.13,40.0,100.0,0.0,0.0,35.0,3
728,Stream @ Elspark ,2020,1,Jan-Mar,0.0,126.0,0.0,7.4,0.73,0.53,40.0,90.91,0.0,0.0,32.73,3
729,Stream @ Elspark ,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
730,Stream @ Elspark ,2020,3,Jul-Sep,0.0,215.0,0.0,7.4,0.5,0.25,20.0,63.64,0.0,0.0,20.91,3
731,Stream @ Elspark ,2020,4,Oct-Dec,0.0,151.0,0.0,6.4,0.73,0.53,0.0,72.73,0.0,0.0,18.18,3
732,Natalspruit from Simmer and Jack Mine,2020,1,Jan-Mar,0.0,71.0,0.0,6.8,1.9,0.25,40.0,100.0,0.0,0.0,35.0,3
733,Natalspruit from Simmer and Jack Mine,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
734,Natalspruit from Simmer and Jack Mine,2020,3,Jul-Sep,0.0,75.0,0.0,7.3,3.7,0.25,40.0,100.0,0.0,0.0,35.0,3
735,Natalspruit from Simmer and Jack Mine,2020,4,Oct-Dec,0.0,71.0,0.0,6.8,2.5,0.1,40.0,54.55,0.0,0.0,23.64,3
736,Natalspruit @ Alrode ,2020,1,Jan-Mar,0.0,52.0,125004.0,7.4,0.86,0.25,40.0,100.0,0.0,0.0,35.0,3
737,Natalspruit @ Alrode ,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
738,Natalspruit @ Alrode ,2020,3,Jul-Sep,0.0,59.0,32997.0,7.3,3.13,0.68,40.0,90.91,0.0,0.0,32.73,3
739,Natalspruit @ Alrode ,2020,4,Oct-Dec,0.0,51.0,45785.0,7.1,0.83,0.13,40.0,100.0,0.0,0.0,35.0,3
740,Natalspruit @ Heidelberg Road ,2020,1,Jan-Mar,34.0,105.0,18493.0,7.7,2.15,0.45,80.0,100.0,0.0,100.0,70.0,3
741,Natalspruit @ Heidelberg Road ,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
742,Natalspruit @ Heidelberg Road ,2020,3,Jul-Sep,30.0,143.0,32685.0,7.5,2.65,0.44,60.0,90.91,0.0,100.0,62.73,3
743,Natalspruit @ Heidelberg Road ,2020,4,Oct-Dec,28.0,115.0,38027.0,7.4,2.57,1.44,80.0,81.82,0.0,100.0,65.46,3
744,Rietspruit from Sallies ,2020,1,Jan-Mar,0.0,178.0,0.0,7.0,0.5,0.25,20.0,90.91,0.0,0.0,27.73,3
745,Rietspruit from Sallies ,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
746,Rietspruit from Sallies ,2020,3,Jul-Sep,0.0,115.0,0.0,7.8,17.75,0.25,40.0,81.82,0.0,0.0,30.46,3
747,Rietspruit from Sallies ,2020,4,Oct-Dec,0.0,209.0,0.0,7.6,0.5,0.23,20.0,72.73,0.0,0.0,23.18,3
748,Withokspruit Tributary ,2020,1,Jan-Mar,0.0,76.0,0.0,7.8,1.46,0.25,40.0,100.0,0.0,0.0,35.0,3
749,Withokspruit Tributary ,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
750,Withokspruit Tributary ,2020,3,Jul-Sep,0.0,64.0,0.0,7.7,4.3,0.25,40.0,100.0,0.0,0.0,35.0,3
751,Withokspruit Tributary ,2020,4,Oct-Dec,0.0,60.0,0.0,7.4,0.74,0.62,40.0,90.91,0.0,0.0,32.73,3
752,Tributary @ Van Dyk Consolidated,2020,1,Jan-Mar,0.0,57.0,0.0,8.1,0.5,0.25,60.0,100.0,0.0,0.0,40.0,3
753,Tributary @ Van Dyk Consolidated,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
754,Tributary @ Van Dyk Consolidated,2020,3,Jul-Sep,0.0,43.0,0.0,7.9,0.85,0.25,40.0,100.0,0.0,0.0,35.0,3
755,Tributary @ Van Dyk Consolidated,2020,4,Oct-Dec,0.0,39.0,0.0,7.2,1.25,0.2,40.0,100.0,0.0,0.0,35.0,3
756,Rietspruit @ Vosloorus ,2020,1,Jan-Mar,0.0,129.0,0.0,7.9,0.5,0.25,40.0,100.0,0.0,0.0,35.0,3
757,Rietspruit @ Vosloorus ,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
758,Rietspruit @ Vosloorus ,2020,3,Jul-Sep,0.0,188.0,0.0,7.9,2.42,0.25,20.0,72.73,0.0,0.0,23.18,3
759,Rietspruit @ Vosloorus ,2020,4,Oct-Dec,0.0,175.0,0.0,7.8,0.69,0.13,20.0,72.73,0.0,0.0,23.18,3
760,Rietspruit @ Hardmans Farm ,2020,1,Jan-Mar,0.0,111.0,48187.0,7.9,0.61,0.48,40.0,100.0,0.0,0.0,35.0,3
761,Rietspruit @ Hardmans Farm ,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
762,Rietspruit @ Hardmans Farm ,2020,3,Jul-Sep,0.0,142.0,25556.0,7.8,1.17,0.34,20.0,100.0,0.0,0.0,30.0,3
763,Rietspruit @ Hardmans Farm ,2020,4,Oct-Dec,0.0,113.0,83182.0,7.9,0.56,0.77,40.0,81.82,0.0,0.0,30.46,3
764,Rietspruit Weir @ Luttig's Farm ,2020,1,Jan-Mar,28.0,103.0,10447.0,7.7,2.76,1.05,80.0,90.91,0.0,100.0,67.73,3
765,Rietspruit Weir @ Luttig's Farm ,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
766,Rietspruit Weir @ Luttig's Farm ,2020,3,Jul-Sep,27.0,139.0,1224.0,7.5,3.66,0.37,60.0,100.0,0.0,100.0,65.0,3
767,Rietspruit Weir @ Luttig's Farm ,2020,4,Oct-Dec,26.0,116.0,3486.0,7.4,2.09,1.49,60.0,81.82,0.0,100.0,60.46,3
768,Klip River @ Lido Hotel ,2021,1,Jan-Mar,0.0,43.0,0.0,7.5,0.83,1.67,40.0,36.36,0.0,0.0,19.09,3
769,Klip River @ Lido Hotel ,2021,2,Apr-Jun,0.0,78.0,0.0,7.7,1.7,0.51,60.0,90.91,0.0,0.0,37.73,3
770,Klip River @ Lido Hotel ,2021,3,Jul-Sep,0.0,60.0,0.0,7.7,1.2,3.6,40.0,90.91,0.0,0.0,32.73,3
771,Klip River @ Lido Hotel ,2021,4,Oct-Dec,0.0,53.0,0.0,7.5,0.68,2.13,60.0,90.91,0.0,0.0,37.73,3
772,Klip River @ Everite ,2021,1,Jan-Mar,0.0,47.0,0.0,7.6,1.33,1.2,40.0,45.45,0.0,0.0,21.36,3
773,Klip River @ Everite ,2021,2,Apr-Jun,0.0,55.0,0.0,7.5,2.1,0.57,60.0,100.0,0.0,0.0,40.0,3
774,Klip River @ Everite ,2021,3,Jul-Sep,0.0,60.0,0.0,7.5,0.93,1.7,60.0,81.82,0.0,0.0,35.46,3
775,Klip River @ Everite ,2021,4,Oct-Dec,0.0,53.0,0.0,7.5,0.6,1.15,60.0,90.91,0.0,0.0,37.73,3
776,Klip River from Roodepoort @ R41 Bridge,2021,1,Jan-Mar,0.0,35.0,0.0,7.5,0.51,0.1,40.0,54.55,0.0,0.0,23.64,3
777,Klip River from Roodepoort @ R41 Bridge,2021,2,Apr-Jun,0.0,28.0,0.0,7.5,1.05,0.1,60.0,100.0,0.0,0.0,40.0,3
778,Klip River from Roodepoort @ R41 Bridge,2021,3,Jul-Sep,0.0,43.0,0.0,8.1,0.82,3.3,60.0,90.91,0.0,0.0,37.73,3
779,Klip River from Roodepoort @ R41 Bridge,2021,4,Oct-Dec,0.0,41.0,0.0,7.8,1.4,0.1,60.0,100.0,0.0,0.0,40.0,3
780,Klip River from Witpoortjie @ R41 Bridge,2021,1,Jan-Mar,0.0,27.0,0.0,7.2,0.98,0.58,40.0,54.55,0.0,0.0,23.64,3
781,Klip River from Witpoortjie @ R41 Bridge,2021,2,Apr-Jun,0.0,40.0,0.0,7.5,0.73,0.1,60.0,100.0,0.0,0.0,40.0,3
782,Klip River from Witpoortjie @ R41 Bridge,2021,3,Jul-Sep,0.0,17.0,0.0,7.6,0.5,0.1,60.0,100.0,0.0,0.0,40.0,3
783,Klip River from Witpoortjie @ R41 Bridge,2021,4,Oct-Dec,0.0,22.0,0.0,7.4,0.5,0.6,60.0,100.0,0.0,0.0,40.0,3
784,Klip River Weir @ Henley-On- Klip,2021,1,Jan-Mar,0.0,71.0,25799.0,7.4,2.78,1.52,40.0,45.45,0.0,0.0,21.36,3
785,Klip River Weir @ Henley-On- Klip,2021,2,Apr-Jun,0.0,78.0,7465.0,7.6,3.14,1.0,60.0,90.91,0.0,0.0,37.73,3
